symbol-bse,company-full-name
SRDAPRT,SARDA PROTEINS LTD.
SAREGAMA,SAREGAMA INDIA LTD.
SARLAPOLY,SARLA PERFORMANCE FIBERS LTD.
SARTHAKGL,SARTHAK GLOBAL LTD.
SARTHAKIND,SARTHAK INDUSTRIES LTD.
SMLT,SARTHAK METALS LIMITED
SARUPINDUS,SARUP INDUSTRIES LTD.
ZSARVAMA,SARVAMANGAL MERCANTILE CO.LTD.
SARVESHWAR,SARVESHWAR FOODS LIMITED
SASHWAT,SASHWAT TECHNOCRATS LIMITED
SASKEN,SASKEN TECHNOLOGIES LIMITED
SASTASUNDR,SASTASUNDAR VENTURES LIMITED
SATANIBRG,SATANI BEARINGS LTD.
SATCH,SATCHMO HOLDINGS LIMITED
SATIA,SATIA INDUSTRIES LIMITED
SATAGRI,SATIATE AGRI LIMITED
SATIN,SATIN CREDITCARE NETWORK LIMIT
SATTRIX,SATTRIX INFORMATION SECURITY L
SATTVASUKU,SATTVA SUKUN LIFECARE LIMITED
ZSATYASL,SATYAM SILK MILLS LTD.
SAUMYA,SAUMYA CONSULTANTS LTD.
SAURASHCEM,SAURASHTRA CEMENT LTD.
7TEC,SAVEN TECHNOLOGIES LTD.
SAVERA,SAVERA INDUSTRIES LTD.
SOTL,SAVITA OIL TECHNOLOGIES LTD.
SAWACA,SAWACA ENTERPRISES LIMITED
SHILINDORE,SAYAJI HOTELS (INDORE) LIMITED
SHPLPUNE,SAYAJI HOTELS (PUNE) LIMITED
SAYAJIHOTL,SAYAJI HOTELS LTD.
SAYAJIIND,SAYAJI INDUSTRIES LIMITED
SBC,SBC EXPORTS LIMITED
SBECSUG,SBEC SUGAR LTD.
SBECSYS,SBEC SYSTEMS (INDIA) LTD.
SBFC,SBFC FINANCE LIMITED
SBICARD,SBI CARDS AND PAYMENT SERVICES
SBILIFE,SBI LIFE INSURANCE COMPANY LIM
SBLI,SBL INFRATECH LIMITED
SCAGRO,SC AGROTECH LIMITED
SCANPRO,SCAN PROJECTS LTD.
SCANSTL,SCAN STEELS LIMITED
SCARNOSE,SCARNOSE INTERNATIONAL LIMITED
SCHAEFFLER,SCHAEFFLER INDIA LIMITED
SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCT
SCC,SCINTILLA COMMERCIAL & CREDIT
SCODATUBES,SCODA TUBES LIMITED
SCOOBEEDAY,SCOOBEE DAY GARMENTS (INDIA) L
SDC,SDC TECHMEDIA LIMITED
SEATV,SEA TV NETWORK LTD.
SEACOAST,SEACOAST SHIPPING SERVICES LIM
SEALMATIC,SEALMATIC INDIA LIMITED
SEAMECLTD,SEAMEC LTD.
SEASONST,SEASONS TEXTILES LTD.
SECMARK,SECMARK CONSULTANCY LIMITED
SECURCRED,SECUR CREDENTIALS LIMITED
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMIT
SEDEMAC,SEDEMAC MECHATRONICS LIMITED
SEJALLTD,SEJAL GLASS LIMITED
SELMC,SEL MANUFACTURING COMPANY LTD.
SELLWIN,SELLWIN TRADERS LIMITED
SEMAC,SEMAC CONSTRUCTION LIMITED
SENCO,SENCO GOLD LIMITED
SENORES,SENORES PHARMACEUTICALS LIMITE
SENINFO,SENTHIL INFOTEK LTD
SEPC,SEPC LIMITED
SERIND,SER INDUSTRIES LTD.
SERA,SERA INVESTMENTS & FINANCE IND
STYL,SESHAASAI TECHNOLOGIES LIMITED
SESHACHAL,SESHACHAL TECHNOLOGIES LTD.
SESHAPAPER,SESHASAYEE PAPER & BOARDS LTD.
SETCO,SETCO AUTOMOTIVE LTD.
SETUINFRA,SETUBANDHAN INFRASTRUCTURE LIM
SEVENHILL,SEVEN HILL INDUSTRIES LIMITED
SEYAIND,SEYA INDUSTRIES LTD.
SGFIN,SG FINSERVE LIMITED
SGMART,SG MART LIMITED
SGLRES,SGL RESOURCES LIMITED
SGNTE,SGN TELECOMS LTD.
SHADOWFAX,SHADOWFAX TECHNOLOGIES LIMITED
SHAHALLOYS,SHAH ALLOYS LTD.
SHAHCON,SHAH CONSTRUCTION CO.LTD.
SHAHFOOD,SHAH FOODS LTD.
SHAH,SHAH METACORP LIMITED
SHAHISHIP,SHAHI SHIPPING LIMITED
SHAHLON,SHAHLON SILK INDUSTRIES LIMITE
SHAILY,SHAILY ENGINEERING PLASTICS LT
SHAKTIPR,SHAKTI PRESS LTD.
SHAKTIPUMP,SHAKTI PUMPS (INDIA) LTD.
SHALBY,SHALBY LIMITED
SAHLIBHFI,SHALIBHADRA FINANCE LTD.
SHALPAINTS,SHALIMAR PAINTS LTD.
SHALPRO,SHALIMAR PRODUCTIONS LTD.
SHALIWIR,SHALIMAR WIRES INDUSTRIES LTD.
SHAMROIN,SHAMROCK INDUSTRIAL CO.LTD.
SHANGAR,SHANGAR DECOR LIMITED
SRD,SHANKAR LAL RAMPAL DYE-CHEM LI
SHANKARA,SHANKARA BUILDING PRODUCTS LIM
BUILDPRO,SHANKARA BUILDPRO LIMITED
SHANMUGA,SHANMUGA HOSPITAL LIMITED
SHANTAI,SHANTAI INDUSTRIES LIMITED
SHAQUAK,SHANTANU SHEOREY AQUAKULT LTD.
SHANTIGEAR,SHANTHI GEARS LTD.
SEIL,SHANTI EDUCATIONAL INITIATIVES
SHANTIGOLD,SHANTI GOLD INTERNATIONAL LIMI
SHANTIGURU,SHANTI GURU INDUSTRIES LIMITED
SHANTIDENM,SHANTI SPINTEX LIMITED
SISL,SHANTIDOOT INFRA SERVICES LIMI
SIPTL,SHARANAM INFRAPROJECT AND TRAD
SHINDL,SHARAT INDUSTRIES LTD.
SHARDACROP,SHARDA CROPCHEM LIMITED
SHRDAIS,SHARDA ISPAT LTD.
SHARDAMOTR,SHARDA MOTOR INDUSTRIES LTD
SHARDUL,SHARDUL SECURITIES LTD.
SHAREINDIA,SHARE INDIA SECURITIES LIMITED
SSL,SHARE SAMADHAN LIMITED
SHARIKA,SHARIKA ENTERPRISES LIMITED
SHARMEH,SHARMA EAST INDIA HOSPITALS &
SHARP,SHARP INDIA LTD.
SHARPINV,SHARP INVESTMENTS LTD
SHARPLINE,SHARPLINE BROADCAST LIMITED
SHARVAYA,SHARVAYA METALS LIMITED
SHASHANK,SHASHANK TRADERS LIMITED
SHASHIJIT,SHASHIJIT INFRAPROJECTS LIMITE
SFSL,SHASHWAT FURNISHING SOLUTIONS
SHAYONAENG,SHAYONA ENGINEERING LIMITED
SFL,SHEELA FOAM LIMITED
SCPL,SHEETAL COOL PRODUCTS LIMITED
SHEKHAWATI,SHEKHAWATI INDUSTRIES LIMITED
SIPL,SHELTER INFRA PROJECTS LTD.
SHELTER,SHELTER PHARMA LIMITED
SHEMAROO,SHEMAROO ENTERTAINMENT LIMITED
SHENTRA,SHENTRACON CHEMICALS LTD.
ZSHERAPR,SHERATON PROPERTIES & FINANCE
SHERVANI,SHERVANI INDUSTRIAL SYNDICATE
SHESHAINDS,SHESHADRI INDUSTRIES LIMITED
SHETR,SHETRON LTD.
SHIKHAR,SHIKHAR CONSULTANTS LTD.
SHIKHARLETR,SHIKHAR LEASING & TRADING LTD.
SHILCTECH,SHILCHAR TECHNOLOGIES LTD.
SHILGRAVQ,SHILP GRAVURES LTD.
SHILPAMED,SHILPA MEDICARE LTD.
SHINEFASH,SHINE FASHIONS (INDIA) LIMITED
SHTL,SHINING TOOLS LIMITED
SCI,SHIPPING CORPORATION OF INDIA
SCILAL,SHIPPING CORPORATION OF INDIA
SHIPWAVES,SHIPWAVES ONLINE LIMITED
SHIRPUR-G,SHIRPUR GOLD REFINERY LTD.
SHISHIND,SHISH INDUSTRIES LIMITED
SHIVTEXCHEM,SHIV TEXCHEM LIMITED
SHIVACEM,SHIVA CEMENT LTD.
SHIVAAGRO,SHIVA GLOBAL AGRO INDUSTRIES L
SHIVAEXPO,SHIVA GRANITO EXPORT LIMITED
SHIVAMILLS,SHIVA MILLS LIMITED
SHVSUIT,SHIVA SUITINGS LTD.
SHIVATEX,SHIVA TEXYARN LTD.
SHIVAGR,SHIVAGRICO IMPLEMENTS LTD.
SBCL,SHIVALIK BIMETAL CONTROLS LTD.
SHIVALIK,SHIVALIK RASAYAN LTD.
SHIVAMAUTO,SHIVAM AUTOTECH LTD.
SHIVAM,SHIVAM CHEMICALS LIMITED
SBL,SHIVAMSHREE BUSINESSES LIMITED
SHIVA,SHIVANSH FINSERV LIMITED
SHIVKAMAL,SHIVKAMAL IMPEX LIMITED
SICLTD,SHIVOM INVESTMENT & CONSULTANC
SHLOKKA,SHLOKKA DYES LIMITED
SHOORA,SHOORA DESIGNS LIMITED
SHOPERSTOP,SHOPPERS STOP LTD.
SHRADDHA,SHRADDHA PRIME PROJECTS LTD
SHRAAITECH,SHRADHA AI TECHNOLOGIES LIMITE
SAPPL,SHREE AJIT PULP AND PAPER LTD.
SBFL,SHREE BHAVYA FABRICS LIMITED
SHREECEM,SHREE CEMENT LTD.
SHREDIGCEM,SHREE DIGVIJAY CEMENT CO.LTD.
SHREEGANES,SHREE GANESH BIOTECH (INDIA) L
SHGANEL,SHREE GANESH ELASTOPLAST LTD.
SGRL,SHREE GANESH REMEDIES LIMITED
HANSUGAR,SHREE HANUMAN SUGAR & INDUSTRI
SHHARICH,SHREE HARI CHEMICALS EXPORT LT
SHKARTP,SHREE KARTHIK PAPERS LTD.
SKIFL,SHREE KRISHNA INFRASTRUCTURE L
SKPMIL,SHREE KRISHNA PAPER MILLS & IN
SHRMFGC,SHREE MANUFACTURING CO.LTD.
SHREE,SHREE MARUTINANDAN TUBES LIMIT
SHREMETAL,SHREE METALLOYS LTD.
SHREEPAC,SHREE PACETRONIX LTD.
SPSL,SHREE PRECOATED STEELS LTD.
SHREEPUSHK,SHREE PUSHKAR CHEMICALS & FERT
SHRAJSYNQ,SHREE RAJASTHAN SYNTEX LTD.
SRPML,SHREE RAJESHWARANAND PAPER MIL
SRTL,SHREE RAM TWISTEX LIMITED
SHREERAM,SHREE RAM URBAN INFRASTRUCTURE
SHREERAMA,SHREE RAMA MULTI-TECH LTD.
RAMANEWS,SHREE RAMA NEWSPRINT LTD.
SHREEREF,SHREE REFRIGERATIONS LIMITED
RENUKA,SHREE RENUKA SUGARS LTD.
SALSAIN,SHREE SALASAR INVESTMENT LTD.
SHREESEC,SHREE SECURITIES LTD.
SSWRL,SHREE STEEL WIRE ROPES LTD.
BALAJEE,SHREE TIRUPATI BALAJEE AGRO TR
SHREEJISPG,SHREEJI SHIPPING GLOBAL LIMITE
STL,SHREEJI TRANSLOGISTICS LIMITED
SHRENTI,SHREENATH INVESTMENTS CO.LTD.
SHREENATH,SHREENATH PAPER PRODUCTS LIMIT
SHREESHAY,SHREESHAY ENGINEERS LIMITED
SHVFL,SHREEVATSAA FINANCE & LEASING
SHREYANIND,SHREYANS INDUSTRIES LTD.
SHREYASI,SHREYAS INTERMEDIATES LTD.
SHBAJRG,SHRI BAJRANG ALLIANCE LIMITED
SBVCL,SHRI BALAJI VALVE COMPONENTS L
SHRIDINE,SHRI DINESH MILLS LTD.
SHRIGANG,SHRI GANG INDUSTRIES AND ALLIE
SHRJAGP,SHRI JAGDAMBA POLYMERS LTD.
SHKALYN,SHRI KALYAN HOLDINGS LTD.
SKCIL,SHRI KESHAV CEMENTS AND INFRA
SHRIKRISH,SHRI KRISHNA DEVCON LTD.
SKP,SHRI KRISHNA PRASADAM LTD
SMADL,SHRI MAHALAXMI AGRICULTURAL DE
SHRINIWAS,SHRI NIWAS LEASING AND FINANCE
SHRAJOI,SHRI RAJIVLOCHAN OIL EXTRACTIO
VASUPRADA,SHRI VASUPRADA PLANTATIONS LIM
SVRL,SHRI VENKATESH REFINERIES LIMI
SHRICON,SHRICON INDUSTRIES LTD.
SHRINGARMS,SHRINGAR HOUSE OF MANGALSUTRA
SRAMSET,SHRIRAM ASSET MANAGEMENT CO.LT
SHRIRAMFIN,SHRIRAM FINANCE LIMITED
SHRIPISTON,SHRIRAM PISTONS & RINGS LTD
SHRIRAMPPS,SHRIRAM PROPERTIES LIMITED
SHRISTI,SHRISTI INFRASTRUCTURE DEVELOP
SHRYDUS,SHRYDUS INDUSTRIES LIMITED
SHUBHAM,SHUBHAM POLYSPIN LIMITED
SKRABUL,SHUKRA BULLIONS LTD.
SHUKJEW,SHUKRA JEWELLERS LTD.
SHUKRAPHAR,SHUKRA PHARMACEUTICALS LIMITED
SHYAMCENT,SHYAM CENTURY FERROUS LIMITED
SHYAMMETL,SHYAM METALICS AND ENERGY LIMI
SHYAMTEL,SHYAM TELECOM LTD.
SHYAMACOMP,SHYAMA COMPUTRONICS AND SERVIC
SHYMINV,SHYAMKAMAL INVESTMENTS LTD.
SICAPIT,SI CAPITAL & FINANCIAL SERVICE
SIBARAUT,SIBAR AUTO PARTS LTD.
SICAGEN,SICAGEN INDIA LTD.
SICALLOG,SICAL LOGISTICS LTD.
SIDDHA,SIDDHA VENTURES LTD.
SIDDHEGA,SIDDHESWARI GARMENTS LTD.
SIDH,SIDH AUTOMOBILES LIMITED
ENRIN,SIEMENS ENERGY INDIA LIMITED
SIEMENS,SIEMENS LTD.
SIGACHI,SIGACHI INDUSTRIES LIMITED
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED
SIGMA,SIGMA SOLVE LIMITED
SIGNGCL,SIGNATURE GREEN CORPORATION LI
SIGNATURE,SIGNATUREGLOBAL (INDIA) LIMITE
SIGIND,SIGNET INDUSTRIES LIMITED
SIGNPOST,SIGNPOST INDIA LIMITED
SIGRUN,SIGRUN HOLDINGS LIMITED
SIHORA,SIHORA INDUSTRIES LIMITED
SIKA,SIKA INTERPLANT SYSTEMS LTD.
SIKOZY,SIKOZY REALTORS LIMITED
SILINV,SIL INVESTMENTS LTD.
SRSOLTD,SILICON RENTAL SOLUTIONS LIMIT
SILICON,SILICON VALLEY INFOTECH LTD.
SILVOAK,SILVER OAK (INDIA) LTD.
SILVERO,SILVER OAK COMMERCIAL LTD.
SILVERPRL,SILVER PEARL HOSPITALITY & LUX
SILVERTUC,SILVER TOUCH TECHNOLOGIES LIMI
SILVERLINE,SILVERLINE TECHNOLOGIES LTD.
SIMANDHAR,SIMANDHAR IMPEX LIMITED
SIMBHALS,SIMBHAOLI SUGARS LTD
SIMMOND,SIMMONDS MARSHALL LTD.
SIMPLEXCAS,SIMPLEX CASTINGS LTD.
SIMPLEXINF,SIMPLEX INFRASTRUCTURES LTD.
SIMPLXMIL,SIMPLEX MILLS COMPANY LTD.
SIMPLXPAP,SIMPLEX PAPERS LTD.
SIMPLXREA,SIMPLEX REALTY LTD.
SIMRAN,SIMRAN FARMS LTD.
SINCLAIR,SINCLAIRS HOTELS LTD.
SINDHUTRAD,SINDHU TRADE LINKS LIMITED
SINGERIND,SINGER INDIA LTD.
SINNAR,SINNAR BIDI UDYOG LTD.
SIPIND,SIP INDUSTRIES LTD.
SSLEL,SIR SHADI LAL ENTERPRISES LTD.
SIRCA,SIRCA PAINTS INDIA LIMITED
SIROHIA,SIROHIA & SONS LIMITED
SIS,SIS LIMITED
SITAENT,SITA ENTERPRISES LTD.
SITINET,SITI NETWORKS LTD.
SIYARAM,SIYARAM RECYCLING INDUSTRIES L
SIYSIL,SIYARAM SILK MILLS LTD.
SIZEMASTER,SIZEMASTERS TECHNOLOGY LIMITED
SJCORP,SJ CORPORATION LTD.
SJVN,SJVN LTD
SKIEL,SK INTERNATIONAL EXPORT LIMITE
SKM,SK MINERALS & ADDITIVES LIMITE
SKFINDUS,SKF INDIA (INDUSTRIAL) LIMITED
SKFINDIA,SKF INDIA LTD.
SKIL,SKIL INFRASTRUCTURE LIMITED
SKIPPER,SKIPPER LTD
SKMEGGPROD,SKM EGG PRODUCTS EXPORT (INDIA
SKPSEC,SKP SECURITIES LTD.
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED
SKYIND,SKY INDUSTRIES LTD.
SKYBIOTECH,SKYBIOTECH HEALTHCARE LIMITED
SKYLMILAR,SKYLINE MILLARS LTD.
SKILVEN,SKYLINE VENTURES INDIA LIMITED
SMAUTO,SM AUTO STAMPING LIMITED
SMARTFIN,SMART FINSEC LIMITED
SMARTLINK,SMARTLINK HOLDINGS LIMITED
SMARTWORKS,SMARTWORKS COWORKING SPACES LI
SMCREDT,SMC CREDITS LTD.
SMCGLOBAL,SMC GLOBAL SECURITIES LIMITED
SMFIL,SMITHS & FOUNDERS (INDIA) LIMI
SMLMAH,SML MAHINDRA LIMITED
SMRUTHIORG,SMRUTHI ORGANICS LIMITED
SMSPHARMA,SMS PHARMACEUTICALS LTD.
SMTEL,SMT ENGINEERING LIMITED
SNL,SNL BEARINGS LTD.
SNOWMAN,SNOWMAN LOGISTICS LTD
SOBHA,SOBHA
SOBME,SOBHAGYA MERCHANTILE LTD.
SAFE,SODHANI ACADEMY OF FINTECH ENA
SODHACAP,SODHANI CAPITAL LIMITED
SOFCOM,SOFCOM SYSTEMS LIMITED
SOFTBPO,SOFTBPO GLOBAL SERVICES LTD.
SOFTRAKV,SOFTRAK VENTURE INVESTMENT LTD
SOFTTECH,SOFTTECH ENGINEERS LIMITED
SOLANA,SOLANA BIOFUELS LIMITED
SOLARINDS,SOLAR INDUSTRIES INDIA LTD.
SOLARA,SOLARA ACTIVE PHARMA SCIENCES
SOLARIUM,SOLARIUM GREEN ENERGY LIMITED
SOLARWORLD,SOLARWORLD ENERGY SOLUTIONS LI
SOLIDSTON,SOLID STONE COMPANY LTD.
SOLIMAC,SOLITAIRE MACHINE TOOLS LTD.
SOLVEX,SOLVEX EDIBLES LIMITED
SDBL,SOM DISTILLERIES & BREWERIES L
SOMATEX,SOMA TEXTILES & INDUSTRIES LTD
SOMANYCERA,SOMANY CERAMICS LTD.
SOMICONVEY,SOMI CONVEYOR BELTINGS LTD.
SONACOMS,SONA BLW PRECISION FORGINGS LI
SONALAD,SONAL ADHESIVES LTD.
SONAL,SONAL MERCANTILE LIMITED
SONALIS,SONALIS CONSUMER PRODUCTS LIMI
SONATSOFTW,SONATA SOFTWARE LTD.
SML,SONI MEDICARE LIMITED
STRAEXPO,SOPHIA TRAEXPO LIMITED
SOURCEIND,SOURCE INDUSTRIES (INDIA) LTD.
SOURCENTRL,SOURCE NATURAL FOODS & HERBAL
SAENTER,SOUTH ASIAN ENTERPRISES LTD.
STHINPA,SOUTH INDIA PAPER MILLS LTD.
SOUTHBANK,SOUTH INDIAN BANK LTD.
SOUTHWEST,SOUTH WEST PINNACLE EXPLORATIO
SOUTHERNIN,SOUTHERN INFOCONSULTANTS LIMIT
SOUTLAT,SOUTHERN LATEX LTD.
SOUTHMG,SOUTHERN MAGNESIUM & CHEMICALS
SPIC,SOUTHERN PETROCHEMICALS LTD.
SOVERDIA,SOVEREIGN DIAMONDS LTD.
SPCAPIT,SP CAPITAL FINANCING LTD.
SPACAPS,SPA CAPITAL SERVICES LIMITED
SPACEINCUBA,SPACE INCUBATRICS TECHNOLOGIES
SDL,SPAN DIVERGENT LIMITED
SPANDANA,SPANDANA SPHOORTY FINANCIAL LI
SPAR,SPARC ELECTREX LIMITED
SPARKLEGR,SPARKLE GOLD ROCK LIMITED
SPML,SPECIALITY MEDICINES LIMITED
SPECIALITY,SPECIALITY RESTAURANTS LTD.
SPECTRA,SPECTRA INDUSTRIES LTD.
SPECTRUM,SPECTRUM ELECTRICAL INDUSTRIES
SPECFOOD,SPECTRUM FOODS LTD.
ZSPEEDCO,SPEEDAGE COMMERCIALS LTD.
SPELS,SPEL SEMICONDUCTOR LTD.
SPENCERS,SPENCER'S RETAIL LIMITED
SPENTA,SPENTA INTERNATIONAL LTD.
SPICEISLIN,SPICE ISLANDS INDUSTRIES LIMIT
SPICELOUNG,SPICE LOUNGE FOOD WORKS LIMITE
SPICEJET,SPICEJET LTD.
SPINAROO,SPINAROO COMMERCIAL LIMITED
SPLIL,SPL INDUSTRIES LTD.
SPMLINFRA,SPML INFRA LIMITED
SPORTKING,SPORTKING INDIA LTD.
SPRAYKING,SPRAYKING LIMITED
SPRIGHT,SPRIGHT AGRO LIMITED
SFTL,SPRINGFORM TECHNOLOGY LIMITED
SPVGLOBAL,SPV GLOBAL TRADING LIMITED
SFPIL,SQUARE FOUR PROJECTS INDIA LIM
SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH H
SRECR,SREECHEM RESINS LTD.
SREEL,SREELEATHERS LTD.
SRESTHA,SRESTHA FINVEST LIMITED
SRF,SRF LTD.
SRGFFL,SRG FINGROW FINANCE LIMITED
SRGHFL,SRG HOUSING FINANCE LTD.
AMARNATH,SRI AMARNATH FINANCE LIMITED
SRICC,SRI CHAKRA CEMENT LIMITED
HAVISHA,SRI HAVISHA HOSPITALITY INFRAS
SRIKPRIND,SRI KPR INDUSTRIES LTD.
SLSTLQ,SRI LAKSHMI SARASWATHI TEXTILE
LOTUSDEV,SRI LOTUS DEVELOPERS AND REALT
SRINACHA,SRI NACHAMMAI COTTON MILLS LTD
SRMCL,SRI RAMAKRISHNA MILLS (COIMBAT
SRIGEE,SRIGEE DLM LIMITED
SRIMT,SRIVEN MULTI-TECH LTD.
SRM,SRM CONTRACTORS LIMITED
SRMENERGY,SRM ENERGY LTD.
SRUSTEELS,SRU STEELS LIMITED
SSMD,SSMD AGROTECH INDIA LIMITED
SSPDL,SSPDL LTD.
SSPNFIN,SSPN FINANCE LIMITED
STALLION,STALLION INDIA FLUOROCHEMICALS
STANBIK,STANBIK AGRO LIMITED
STDBAT,STANDARD BATTERIES LTD.
STANCAP,STANDARD CAPITAL MARKETS LTD.
SETL,STANDARD ENGINEERING TECHNOLOG
SIL,STANDARD INDUSTRIES LTD.
STDSHOE,STANDARD SHOE SOLE AND MOULD (
STDSFAC,STANDARD SURFACTANTS LTD.
STANLEY,STANLEY LIFESTYLES LIMITED
STANPACK,STANPACKS (INDIA) LTD.
STANROS,STANROSE MAFATLAL INVESTMENTS
STARCEMENT,STAR CEMENT LIMITED
STARDELTA,STAR DELTA TRANSFORMERS LIMITE
STARHEALTH,STAR HEALTH AND ALLIED INSURAN
STARHFL,STAR HOUSING FINANCE LIMITED
STARIMAGIN,STAR IMAGING AND PATH LAB LIMI
STARPAPER,STAR PAPER MILLS LTD.
STARCOM,STARCOM INFORMATION TECHNOLOGY
STARLENT,STARLINEPS ENTERPRISES LIMITED
STARLITE,STARLITE COMPONENTS LTD.
STARLOG,STARLOG ENTERPRISES LIMITED
STARSOURCE,STARSOURCE MULTITRADE LIMITED
STARTECK,STARTECK FINANCE LIMITED
SBIN,STATE BANK OF INDIA
STCINDIA,STATE TRADING CORPORATION OF I
SAIL,STEEL AUTHORITY OF INDIA LTD.
STEELXIND,STEEL EXCHANGE INDIA LTD.
STLSTRINF,STEEL STRIPS INFRASTRUCTURES L
SSWL,STEEL STRIPS WHEELS LTD.
STEELCAS,STEELCAST LTD.
STEELCO,STEELCO GUJARAT LTD.
STML,STEELMAN TELECOM LIMITED
STEL,STEL HOLDINGS LIMITED
STELLANT,STELLANT SECURITIES (INDIA) LT
STELLAR,STELLAR CAPITAL SERVICES LTD
STEP2COR,STEP TWO CORPORATION LTD.
STEPHANOTIS,STEPHANOTIS FINANCE LIMITED
SWSOLAR,STERLING AND WILSON RENEWABLE
STRGRENWO,STERLING GREEN WOODS LTD.
STEERINTER,STERLING INTERNATIONAL ENTERPR
STERPOW,STERLING POWERGENSYS LTD
STERTOOLS,STERLING TOOLS LTD.
STLTECH,STERLITE TECHNOLOGIES LTD.
STEWARTQ,STEWARTS & LLOYDS OF INDIA LTD
SGL,STL GLOBAL LTD.
STLNETWORK,STL NETWORKS LIMITED
STAL,STORAGE TECHNOLOGIES AND AUTOM
STOVEKRAFT,STOVE KRAFT LIMITED
STOVACQ,STOVEC INDUSTRIES LTD.
STRATMONT,STRATMONT INDUSTRIES LIMITED
STAR,STRIDES PHARMA SCIENCE LIMITED
META,STRING METAVERSE LIMITED
STUDDS,STUDDS ACCESSORIES LIMITED
STURDY,STURDY INDUSTRIES LTD.
STYLAMIND,STYLAM INDUSTRIES LIMITED
STYRENIX,STYRENIX PERFORMANCE MATERIALS
SUBAM,SUBAM PAPERS LIMITED
SUBEXLTD,SUBEX LTD.
SUBSM,SUBHASH SILK MILLS LTD.
SUBROS,SUBROS LTD.
SUDAI,SUDAL INDUSTRIES LTD.
SUDARSCHEM,SUDARSHAN CHEMICAL INDUSTRIES
SUDARCOLOR,SUDARSHAN COLORANTS INDIA LIMI
SUDARSHAN,SUDARSHAN PHARMA INDUSTRIES LI
SUDEEPPHRM,SUDEEP PHARMA LIMITED
SUDTIND-B,SUDITI INDUSTRIES LTD.
SUERYAAKNI,SUERYAA KNITWEAR LIMITED
SUGALDAM,SUGAL & DAMANI SHARE BROKERS L
SUGSLLOYD,SUGS LLOYD LIMITED
SUJALA,SUJALA TRADING & HOLDING LTD.
SUKHJITS,SUKHJIT STARCH & CHEMICALS LTD
SULA,SULA VINEYARDS LIMITED
SULABEN,SULABH ENGINEERS & SERVICES LT
SUMEDHA,SUMEDHA FISCAL SERVICES LTD.
SUMEETINDS,SUMEET INDUSTRIES LTD.
SUMERUIND,SUMERU INDUSTRIES LTD.
SUMICHEM,SUMITOMO CHEMICAL INDIA LIMITE
SUMMITSEC,SUMMIT SECURITIES LTD.
SUMUKA,SUMUKA AGRO INDUSTRIES LIMITED
SUNGRAN,SUN GRANITE EXPORT LIMITED
SPARC,SUN PHARMA ADVANCED RESEARCH C
SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES
SUNRETAIL,SUN RETAIL LIMITED
SUNTV,SUN TV NETWORK LTD.
SCTL,SUNCARE TRADERS LIMITED
SUNCITYSY,SUNCITY SYNTHETICS LTD.
SUNDRMBRAK,SUNDARAM BRAKE LININGS LTD.
SUNDARMFIN,SUNDARAM FINANCE LTD.
SUNDARAM,SUNDARAM MULTI PAP LTD.
SUNCLAY,SUNDARAM-CLAYTON LIMITED
SUNDRMFAST,SUNDRAM FASTENERS LTD.
SUNDROP,SUNDROP BRANDS LIMITED
SUNFLAG,SUNFLAG IRON & STEEL CO.LTD.
SUNGOLD,SUNGOLD CAPITAL LTD.
SMEL,SUNGOLD MEDIA AND ENTERTAINMEN
SUNILAGR,SUNIL AGRO FOODS LTD.
SUNLOC,SUNIL HEALTHCARE LTD
SUNILTX,SUNIL INDUSTRIES LTD.
SUNITATOOL,SUNITA TOOLS LIMITED
SUNRAJDI,SUNRAJ DIAMOND EXPORTS LTD.
SUNRAKSHAK,SUNRAKSHAKK INDUSTRIES INDIA L
SEML,SUNRISE EFFICIENT MARKETING LI
SUNRINV,SUNRISE INDUSTRIAL TRADERS LTD
SUNSHIEL,SUNSHIELD CHEMICALS LTD.
SCL,SUNSHINE CAPITAL LTD.
SUNSKY,SUNSKY LOGISTICS LIMITED
SUNTECK,SUNTECK REALTY LTD.
SUPERBAK,SUPER BAKERS (INDIA) LTD.
SUCROSA,SUPER CROP SAFE LTD.
SKL,SUPER FINE KNITTERS LIMITED
SUPERIRON,SUPER IRON FOUNDRY LIMITED
SUPER,SUPER SALES INDIA LTD.
SUPERSPIN,SUPER SPINNING MILLS LTD.
SUPERSYN,SUPER SYNCOTEX (INDIA) LTD.
SUPTANERY,SUPER TANNERY LIMITED
SUPERHOUSE,SUPERHOUSE LTD.
SUPERIOR,SUPERIOR FINLEASE LIMITED
SIEL,SUPERIOR INDUSTRIAL ENTERPRISE
SUPERSHAKT,SUPERSHAKTI METALIKS LIMITED
SEVL,SUPERTECH EV LIMITED
SUPERTEX,SUPERTEX INDUSTRIES LTD.
SUPHA,SUPHA PHARMACHEM LIMITED
SUPRAPFSL,SUPRA PACIFIC FINANCIAL SERVIC
SUPRATRE,SUPRA TRENDS LIMITED
SUPRAJIT,SUPRAJIT ENGINEERING LTD.
SUPREME,SUPREME HOLDINGS & HOSPITALITY
